Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
Vinod Kumar,3,3,25,17,12.5,30,83.33,0,0,0,3,0
Adil Hanif,4,2,24,16,12,23,104.34,0,0,0,3,0
Azyan Farhath,2,2,24,22*,24,22,109.09,0,0,0,2,0
MO Bacarese,3,2,24,13,12,37,64.86,0,0,0,0,1
OO Bascome,3,3,24,16,8,29,82.75,0,0,0,3,0
Bilal Tahir,4,4,24,13,6,21,114.28,0,0,1,1,1
Fareed Ahmad,14,1,24,24*,-,15,160,0,0,0,4,0
B Ivanov,3,3,24,14,12,55,43.63,0,0,0,1,0
Jagjit Singh,4,4,24,12,6,30,80,0,0,0,1,0
MJ McClenaghan,29,8,24,10,6,23,104.34,0,0,2,1,2
B Regmi,18,11,24,11,3.42,56,42.85,0,0,1,2,0
DL Brangman,5,4,23,23*,11.5,25,92,0,0,2,2,1
C Floyd,2,2,23,21,23,23,100,0,0,0,2,1
Habib Ahmadzai,5,3,23,15*,23,29,79.31,0,0,0,2,1
Hardev Singh,3,3,23,17,7.66,48,47.91,0,0,0,1,0
Imran Anwar,4,2,23,16*,23,22,104.54,0,0,0,2,0
RK Inampud,3,3,23,17*,23,28,82.14,0,0,0,0,1
B Kumar,43,9,23,9,5.75,29,79.31,0,0,1,0,0
S Lamichhane,18,8,23,9,5.75,29,79.31,0,0,1,1,0
N Master,2,2,23,21,11.5,18,127.77,0,0,0,4,0
VM Sachdev,2,2,23,12*,23,31,74.19,0,0,0,2,0
Shafiul Islam,17,6,23,16,4.6,33,69.69,0,0,1,1,1
S Sohal,3,2,23,18,11.5,29,79.31,0,0,0,1,1
A Zampa,27,6,23,9,11.5,26,88.46,0,0,0,2,0
DNA Ankrah,4,3,22,12,7.33,43,51.16,0,0,0,2,0
SE Aquilina,4,4,22,14,5.5,30,73.33,0,0,0,2,0
Z Arinaitwe,3,3,22,15,7.33,26,84.61,0,0,0,3,1
TA Boult,27,8,22,8,4.4,32,68.75,0,0,1,1,0
PC de Silva,2,2,22,21,11,22,100,0,0,0,1,0
M Morkel,44,8,22,8*,7.33,18,122.22,0,0,0,3,1
AK Muslar,3,3,22,13,7.33,27,81.48,0,0,1,1,2
Abdullah Akbarjan,5,1,21,21,21,17,123.52,0,0,0,3,0
BB Chari,3,3,21,19,7,31,67.74,0,0,1,4,0
L Gregory,5,3,21,15,7,19,110.52,0,0,1,0,2
Imam-ul-Haq,2,2,21,14,10.5,25,84,0,0,0,2,0
Karweng NG,4,3,21,14,7,30,70,0,0,0,0,1
LD Madushanka,2,2,21,20,10.5,26,80.76,0,0,0,1,0
C Mahoney,3,1,21,21,21,27,77.77,0,0,0,1,0
AF Milne,21,8,21,10*,-,23,91.3,0,0,0,1,0
S Murari,3,3,21,16,10.5,20,105,0,0,0,2,0
SF Tiai,4,3,21,11,7,22,95.45,0,0,1,2,0
E Ul Haq,5,5,21,10,4.2,36,58.33,0,0,0,2,0
Ainool Haqqiem,4,2,20,12,20,20,100,0,0,0,1,0
KK Flowers,3,3,20,17,10,33,60.6,0,0,1,3,0
Z Groenewald,10,4,20,13,6.66,35,57.14,0,0,0,0,0
Kuldeep Yadav,19,2,20,16,20,20,100,0,0,0,2,0
N Pokana,19,7,20,8*,10,28,71.42,0,0,0,0,0
JRMVB Sanjaya,8,5,20,6,6.66,18,111.11,0,0,0,3,0
JOP Scamans,2,2,20,12*,20,19,105.26,0,0,0,1,0
A Uniyal,3,3,20,16*,10,24,83.33,0,0,0,2,0
C Waiswa,4,2,20,14*,20,14,142.85,0,0,0,1,1
Aziz Mohammad,3,3,19,19,9.5,25,76,0,0,1,0,2
Bilal Ahmed,1,1,19,19,19,28,67.85,0,0,0,1,1
CJ Dala,9,4,19,12*,19,28,67.85,0,0,0,1,0
Ibrahim Hassan,11,7,19,12*,3.8,41,46.34,0,0,3,0,0
Imran Haider,2,2,19,15,9.5,26,73.07,0,0,0,2,1
Imran Tahir,38,4,19,9*,19,18,105.55,0,0,0,1,1
Irfan Mir,4,3,19,18*,19,7,271.42,0,0,1,0,2
Jaspreet Singh,5,2,19,11,9.5,23,82.6,0,0,0,1,0
Junaid Sheikh,5,3,19,9,6.33,20,95,0,0,0,1,1
Mohammad Ahsan,6,3,19,8,6.33,20,95,0,0,0,0,1
SN Netravalkar,8,2,19,12,19,15,126.66,0,0,0,1,1
HM Nicholls,5,4,19,7,4.75,28,67.85,0,0,0,2,0
AE Paraam,3,2,19,10,19,10,190,0,0,0,2,1
AM Phangiso,16,3,19,13,6.33,29,65.51,0,0,0,1,0
L Shafeeg,3,1,19,19*,-,11,172.72,0,0,0,2,1
Sufyan Mehmood,3,2,19,13*,19,41,46.34,0,0,0,2,0
KOK Williams,24,7,19,13*,6.33,17,111.76,0,0,1,1,1
N Yordanov,2,2,19,19*,19,11,172.72,0,0,1,0,2
JD Baker,4,3,18,11*,-,14,128.57,0,0,0,3,0
V Baskaran,12,5,18,14*,9,23,78.26,0,0,1,0,0
Bilal Khan,32,10,18,6*,6,28,64.28,0,0,2,1,0
LA Collado,4,3,18,8,18,34,52.94,0,0,0,0,0
BE Hendricks,11,3,18,12*,9,21,85.71,0,0,0,0,1
JB Little,11,6,18,7,4.5,16,112.5,0,0,2,3,0
AK Markram,2,2,18,15,9,17,105.88,0,0,0,1,1
Nazmul Islam,13,4,18,7,18,17,105.88,0,0,0,2,0
D Nikolov,3,2,18,13,9,33,54.54,0,0,0,2,0
PADLR Sandakan,14,4,18,10,9,24,75,0,0,0,2,0
S Snater,13,6,18,10,3.6,16,112.5,0,0,2,0,1
HN Ya France,6,3,18,13,6,20,90,0,0,1,1,1
D Bishoo,7,4,17,8,8.5,29,58.62,0,0,1,2,0
TA Blundell,3,2,17,14,17,21,80.95,0,0,0,0,0
LA Dawson,6,2,17,10,17,8,212.5,0,0,0,2,1
RR Emrit,4,3,17,11,5.66,27,62.96,0,0,0,0,1
D Gim,6,4,17,9*,8.5,32,53.12,0,0,1,0,0
S Kizilkaya,4,4,17,8,4.25,28,60.71,0,0,1,3,0
L Louwrens,1,1,17,17*,-,15,113.33,0,0,0,1,1
JH Mensah,2,2,17,16,8.5,10,170,0,0,0,1,1
TK Patel,7,3,17,14*,-,18,94.44,0,0,0,1,0
K Pierre,8,4,17,9*,8.5,23,73.91,0,0,0,2,0
Rubel Hossain,27,14,17,8*,3.4,30,56.66,0,0,4,1,0
GR Russ,3,2,17,10,17,29,58.62,0,0,0,0,0
SE Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0
Shafraz Jaleel,4,3,17,17,5.66,14,121.42,0,0,2,1,1
JR Singleton,3,3,17,7,5.66,26,65.38,0,0,0,3,0
T Singye,2,2,17,11,8.5,25,68,0,0,0,2,0
OR Willis,3,3,17,15,5.66,32,53.12,0,0,0,0,1
Zain ul Tashnam,3,2,17,11,17,26,65.38,0,0,0,1,0
IKO Aboagye,4,4,16,7,4,37,43.24,0,0,1,0,0
A Ahmadhel,3,2,16,15,8,16,100,0,0,0,2,0
P Arrighi,5,4,16,11,4,46,34.78,0,0,1,0,0
J Barker,4,2,16,16,8,16,100,0,0,1,3,0
KK Bishnoi,3,2,16,14,16,18,88.88,0,0,0,1,0
M Chauhan,2,2,16,15,8,8,200,0,0,0,0,2
U Dorji,2,2,16,8,8,17,94.11,0,0,0,2,0
LF Goncalves,3,2,16,13,8,21,76.19,0,0,0,1,0
EH Hutchinson,2,1,16,16,16,8,200,0,0,0,3,0
LS Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0
K Modise,3,3,16,10,5.33,16,100,0,0,1,2,1
Najmul Hossain Shanto,2,2,16,11,8,17,94.11,0,0,0,1,0
F Nsubuga,3,3,16,9,8,15,106.66,0,0,0,0,2
JB Reva,9,4,16,7,4,22,72.72,0,0,0,1,1
DW Steyn,44,10,16,5,3.2,23,69.56,0,0,1,1,0
Aamer Yamin,2,1,15,15*,-,6,250,0,0,0,1,1
Anowarul Islam,4,4,15,9,3.75,20,75,0,0,1,1,1
TL Chatara,21,3,15,8,5,18,83.33,0,0,1,1,0
K Christie,11,4,15,11*,7.5,20,75,0,0,0,0,0
GL Cloete,2,2,15,13,7.5,15,100,0,0,0,2,0
SS Cottrell,22,7,15,4*,5,22,68.18,0,0,1,2,0
N Dutta,11,3,15,12,15,13,115.38,0,0,0,1,0
KR Ebanks,5,4,15,8,3.75,27,55.55,0,0,1,1,0
J Hill,4,3,15,6,5,20,75,0,0,0,3,0
AC Kose,4,4,15,15,3.75,33,45.45,0,0,3,3,0
Nasrulla Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0
RN Patel,2,2,15,15*,15,25,60,0,0,1,1,0
Usama Master,6,2,15,15,7.5,13,115.38,0,0,1,1,0
JDF Vandersay,10,7,15,8*,15,17,88.23,0,0,0,2,0
Vikramjit Singh,1,1,15,15,15,13,115.38,0,0,0,1,0
Abul Hasan,5,2,14,9,7,11,127.27,0,0,0,2,0
CM Akachukwu,8,5,14,8,7,15,93.33,0,0,0,0,1
Aminul Islam,4,3,14,9,14,14,100,0,0,0,2,0
Aqib Iqbal,5,1,14,14,14,6,233.33,0,0,0,0,1
G Dutta,7,6,14,8,2.33,28,50,0,0,3,1,0
Ibrahim Zadran,3,3,14,11,4.66,26,53.84,0,0,0,0,1
P Jayeshbhai Patel,2,2,14,8*,14,11,127.27,0,0,0,0,0
T Langa,1,1,14,14,14,9,155.55,0,0,0,2,0
JWN Moses,3,3,14,9,4.66,20,70,0,0,0,0,1
N Nankov,3,2,14,14,14,20,70,0,0,0,1,0
S Pillai,3,3,14,6,4.66,27,51.85,0,0,0,1,0
C Prasad,3,3,14,11,7,29,48.27,0,0,1,1,0
Rakibul Hasan,8,4,14,5*,4.66,17,82.35,0,0,1,1,0
Ravinder Singh,2,2,14,8,7,13,107.69,0,0,0,0,1
Shahzad Muhammad,2,1,14,14,14,7,200,0,0,0,1,1
S Smith,5,3,14,7*,-,27,51.85,0,0,0,0,0
S Varathappan,3,3,14,9,4.66,14,100,0,0,1,3,0
T Whiteman,4,2,14,14*,14,10,140,0,0,1,0,1
Abdullah Sheikh,2,2,13,11,6.5,18,72.22,0,0,0,1,0
M Cope,2,2,13,13,13,15,86.66,0,0,0,2,0
JA Fitzgerald,4,2,13,11*,-,10,130,0,0,0,0,1
Lucky Ali,2,2,13,7,6.5,18,72.22,0,0,0,1,0
JL Martel,3,1,13,13*,-,6,216.66,0,0,0,1,1
J Mees,3,3,13,7*,13,20,65,0,0,0,1,0
Mohammad Nawaz (3),16,2,13,7,6.5,20,65,0,0,0,1,0
Muhammad Hamayun,4,2,13,8,6.5,10,130,0,0,0,1,1
HC Overdijk,4,1,13,13,13,7,185.71,0,0,0,2,0
JA Richardson,9,3,13,7*,13,6,216.66,0,0,1,2,0
OFJ Tonuu,4,3,13,6*,6.5,18,72.22,0,0,0,0,0
Washeem Abbas,2,2,13,9*,13,7,185.71,0,0,0,0,1
Arslan Ahmed,3,3,12,11,4,32,37.5,0,0,1,1,0
Asad Mohammad,9,4,12,5,4,12,100,0,0,0,2,0
Avi Dixit,1,1,12,12*,-,8,150,0,0,0,0,1
Fazal Niazai,1,1,12,12,12,15,80,0,0,0,1,0
CJ Gannon,4,3,12,7*,12,9,133.33,0,0,0,0,1
R Gaznavi,2,2,12,8,6,12,100,0,0,0,2,0
H Helva,4,4,12,7,3,25,48,0,0,2,2,0
D Mejia,3,1,12,12,12,10,120,0,0,0,2,0
A Patel,2,2,12,6*,12,23,52.17,0,0,0,2,0
M Patel,3,3,12,8,4,15,80,0,0,1,1,1
Raag Kapur,4,3,12,6,6,16,75,0,0,0,1,0
MA Starc,28,6,12,4,3,18,66.66,0,0,0,0,0
Ali Ivan,1,1,11,11,11,39,28.2,0,0,0,0,0
Apon Mustafizur,2,2,11,11,5.5,28,39.28,0,0,1,2,0
Atif Kamal,4,3,11,11,3.66,18,61.11,0,0,2,1,0
A Bulow,2,1,11,11,11,13,84.61,0,0,0,0,1
JD Campbell,2,2,11,11,5.5,16,68.75,0,0,1,2,0
A Djorovic,2,2,11,9,5.5,26,42.3,0,0,0,1,0
S Goustis,3,1,11,11,11,19,57.89,0,0,0,0,0
OC McCoy,2,2,11,10,11,10,110,0,0,0,1,1
Mahedi Hasan,1,1,11,11,11,11,100,0,0,0,1,0
WJ Malinda,3,2,11,10*,11,9,122.22,0,0,0,0,1
D Marks,2,2,11,6*,-,12,91.66,0,0,0,0,0
BJ McCarthy,6,3,11,11*,5.5,7,157.14,0,0,2,0,1
J Reb,2,2,11,9,5.5,14,78.57,0,0,0,1,0
Saqlain Arshad,2,1,11,11,11,10,110,0,0,0,0,1
Suresh Kumar,2,2,11,10*,11,15,73.33,0,0,0,0,0
P Taylor,7,2,11,7*,11,9,122.22,0,0,0,1,0
H Thaker,1,1,11,11,11,9,122.22,0,0,0,0,1
TCW Veillard,4,2,11,8,11,17,64.7,0,0,0,0,0
Zeshan Arif,4,1,11,11*,-,8,137.5,0,0,0,2,0
Aftab Ahmed (2),1,1,10,10,10,13,76.92,0,0,0,1,0
R Avery,4,3,10,9,3.33,24,41.66,0,0,1,0,0
N Pradeep,14,6,10,8*,10,15,66.66,0,0,1,1,0
S Hallett,4,4,10,5,2.5,16,62.5,0,0,1,1,0
MJ Henry,6,2,10,10,10,5,200,0,0,0,2,0
G Kaltongga,3,2,10,10,5,12,83.33,0,0,1,1,0
ZE Matsinhe,7,4,10,6*,3.33,17,58.82,0,0,1,0,1
Mohammad Ghazanfar,5,2,10,6*,10,10,100,0,0,0,1,0
S Nerandzic,2,2,10,5,5,33,30.3,0,0,0,1,0
SL Perera,2,2,10,7,5,23,43.47,0,0,0,0,0
SHA Rance,8,3,10,8,3.33,21,47.61,0,0,0,0,0
A Rangaswamy,4,3,10,7,3.33,13,76.92,0,0,1,0,1
D Ravu,17,4,10,6,3.33,9,111.11,0,0,1,1,0
GA Reynold,3,2,10,6*,10,10,100,0,0,0,0,1
MA Wood,5,2,10,5*,-,12,83.33,0,0,0,1,0
Zahoor Khan,18,5,10,6,3.33,19,52.63,0,0,0,1,0
Zakir Hasan,1,1,10,10,10,9,111.11,0,0,0,1,0
Abdul Rashid,1,1,9,9,9,24,37.5,0,0,0,0,0
Anam Mollik,2,1,9,9,9,10,90,0,0,0,1,0
P Arora,2,2,9,6*,9,4,225,0,0,0,0,1
HH Banner,3,2,9,6,9,10,90,0,0,0,0,1
BM Duckett,1,1,9,9,9,7,128.57,0,0,0,1,0
H Hiri,5,4,9,4,2.25,15,60,0,0,0,0,0
Iqbal Hussain,15,5,9,4*,4.5,10,90,0,0,1,1,0
NA Janes,2,2,9,9,4.5,11,81.81,0,0,1,1,0
Kaleemullah,6,2,9,9,4.5,7,128.57,0,0,1,0,1
JS Kundi,6,4,9,6,2.25,22,40.9,0,0,1,1,0
Muhammad Asjed,2,1,9,9,9,9,100,0,0,0,1,0
Muhammad Wafiq,4,3,9,6*,4.5,12,75,0,0,1,1,0
VRCF Poubel,3,3,9,5*,9,15,60,0,0,0,0,0
A Poulose,3,3,9,9,3,14,64.28,0,0,2,2,0
KW Richardson,15,2,9,9,4.5,8,112.5,0,0,1,0,0
Sakib Hasan,2,2,9,8,4.5,7,128.57,0,0,0,1,0
MM Sarwar,5,3,9,8,4.5,9,100,0,0,1,0,1
RAJ Smith,2,1,9,9*,-,7,128.57,0,0,0,1,0
B Stanlake,19,2,9,7,9,12,75,0,0,0,0,1
Syazrul Idrus,2,1,9,9*,-,8,112.5,0,0,0,1,0
Usman Ali,5,2,9,7,9,14,64.28,0,0,0,1,0
T Wangchuk jnr,2,2,9,9,4.5,17,52.94,0,0,1,2,0
S Waqas Ahmed,5,3,9,8*,4.5,20,45,0,0,1,0,0
Abbas Saad,2,2,8,8,4,8,100,0,0,1,1,0
S Appu,4,4,8,6,2.66,14,57.14,0,0,0,0,0
B Banerjee,6,4,8,6*,4,18,44.44,0,0,2,0,0
JJ Bumrah,42,6,8,7,4,13,61.53,0,0,1,1,0
Charanjeet Singh,3,2,8,8*,-,9,88.88,0,0,0,1,0
H Dandapani,5,3,8,5,8,15,53.33,0,0,0,0,0
JD Freyone,4,4,8,4,2,29,27.58,0,0,2,0,0
Hamza Dar,1,1,8,8,8,6,133.33,0,0,0,1,0
E Isaneez,3,2,8,7*,-,13,61.53,0,0,0,0,0
N Khanna,2,2,8,6,4,12,66.66,0,0,0,1,0
Khushdil Shah,1,1,8,8,8,11,72.72,0,0,0,0,0
Kuldeep Singh,4,3,8,6,2.66,16,50,0,0,0,0,0
NCK Liyanage,6,3,8,8,4,8,100,0,0,1,1,0
M Mooketsi,7,5,8,3,1.6,24,33.33,0,0,1,0,0
Mujeeb Ur Rahman,16,3,8,8*,-,8,100,0,0,0,1,0
WA Peatfield,8,2,8,7*,8,12,66.66,0,0,0,1,0
CAK Rajitha,10,4,8,5,4,23,34.78,0,0,1,0,0
Simranjit Singh,1,1,8,8,8,9,88.88,0,0,0,0,0
O Thomas,10,4,8,8*,4,11,72.72,0,0,2,2,0
R Vishwanath,2,2,8,5,4,10,80,0,0,0,1,0
Yasar Idrees,1,1,8,8,8,4,200,0,0,0,0,1
Al-Amin Hossain,28,6,7,5*,3.5,12,58.33,0,0,1,1,0
Aslam Mohammad,3,1,7,7,7,8,87.5,0,0,0,1,0
PRP Boissevain,4,2,7,7*,7,7,100,0,0,1,1,0
PKD Chase,12,5,7,4,7,13,53.84,0,0,0,1,0
DK Dahyabhai Ahir,2,1,7,7,7,10,70,0,0,0,1,0
P Danci,2,2,7,5,7,11,63.63,0,0,0,1,0
DC Delany,8,2,7,7,3.5,6,116.66,0,0,1,0,0
Kushal Malla,3,2,7,5,3.5,15,46.66,0,0,0,1,0
RAS Lakmal,11,6,7,5*,2.33,11,63.63,0,0,2,1,0
S Mahmood,3,2,7,4,7,7,100,0,0,0,1,0
A Nao,2,2,7,7*,-,4,175,0,0,0,1,0
Naveen-ul-Haq,4,2,7,5,7,7,100,0,0,0,1,0
J Nyumbu,2,2,7,6*,-,11,63.63,0,0,0,1,0
Qadeer Ahmed,10,4,7,5*,7,12,58.33,0,0,1,1,0
LH Rodrigues,4,3,7,4*,7,12,58.33,0,0,1,1,0
Suhail Sadiq,2,1,7,7*,-,5,140,0,0,0,0,1
Sumair Khan,1,1,7,7,7,6,116.66,0,0,0,1,0
Tanveer Ahmed,5,2,7,7*,7,11,63.63,0,0,1,1,0
Adnan Mufti,1,1,6,6*,-,7,85.71,0,0,0,0,0
U Aryaman Sunil,2,1,6,6,6,4,150,0,0,0,0,1
TS Braat,3,2,6,5,3,7,85.71,0,0,0,1,0
DE Burgess,4,4,6,3,1.5,12,50,0,0,2,0,0
SDJJ Dima,4,2,6,3,3,8,75,0,0,0,0,0
L Evile,4,1,6,6,6,7,85.71,0,0,0,1,0
R Hekure,8,4,6,2*,2,12,50,0,0,0,0,0
Javed Ahmadi,3,2,6,6,3,7,85.71,0,0,1,1,0
Jay Odedra,3,1,6,6*,-,6,100,0,0,0,0,0
D Maisuria,6,3,6,6*,6,11,54.54,0,0,1,0,0
I Master,2,2,6,4,3,8,75,0,0,0,1,0
Z McLaughlin,3,2,6,4*,-,16,37.5,0,0,0,0,0
J Mulder,8,4,6,5*,3,11,54.54,0,0,1,0,0
GBW Munaweera,5,1,6,6*,-,7,85.71,0,0,0,0,0
L Ngidi,7,2,6,4,6,9,66.66,0,0,0,0,0
Omar Hayat,2,2,6,5,3,4,150,0,0,0,0,0
Shoaib Ali,5,2,6,6,3,10,60,0,0,1,0,0
OF Smith,2,1,6,6,6,5,120,0,0,0,1,0
HER Tyler,2,1,6,6,6,9,66.66,0,0,0,0,0
TC Vine,6,1,6,6*,-,7,85.71,0,0,0,1,0
CA Young,26,7,6,2*,3,11,54.54,0,0,0,0,0
SA Abbott,4,1,5,5,5,8,62.5,0,0,0,1,0
Anwar Rahman,9,4,5,3*,1.66,8,62.5,0,0,1,0,0
Arslan Ahmed,3,1,5,5,5,13,38.46,0,0,0,0,0
Atif Mehmood,9,2,5,5*,-,8,62.5,0,0,0,0,0
MA Baig,7,4,5,5,1.25,12,41.66,0,0,3,1,0
A Bhagwat,4,4,5,3,1.25,16,31.25,0,0,1,0,0
A Bohara,17,5,5,3*,1.66,12,41.66,0,0,2,0,0
T Caruana,2,1,5,5,5,13,38.46,0,0,0,0,0
Hasheem Shahzad,2,2,5,5,2.5,9,55.55,0,0,1,1,0
Imran Ali,4,2,5,5*,5,6,83.33,0,0,1,0,0
Junaid Siddique,8,4,5,3,1.66,17,29.41,0,0,1,0,0
I Katzarski,3,2,5,3,2.5,12,41.66,0,0,0,0,0
D Kegasitswe,4,2,5,4*,-,11,45.45,0,0,0,0,0
TCR Kimber,3,3,5,2,1.66,13,38.46,0,0,0,0,0
A Krishna,4,2,5,4,5,3,166.66,0,0,0,1,0
AM McCarthy,1,1,5,5,5,8,62.5,0,0,0,0,0
Mohammad Hasnain,4,3,5,4*,5,12,41.66,0,0,0,1,0
A Morris,6,4,5,3*,2.5,17,29.41,0,0,1,0,0
GRD Munasinghe,8,4,5,4*,1.66,13,38.46,0,0,2,1,0
A Nanda,3,1,5,5,5,5,100,0,0,0,1,0
GM Ntambalika,3,1,5,5,5,11,45.45,0,0,0,0,0
Parvez Rasool,1,1,5,5,5,6,83.33,0,0,0,0,0
NK Patel,4,2,5,5*,5,10,50,0,0,1,0,0
D Paterson,8,2,5,4*,5,2,250,0,0,0,1,0
JE Pitcher,3,1,5,5*,-,4,125,0,0,0,0,0
K Rabada,21,4,5,5*,2.5,12,41.66,0,0,2,0,0
BM Scholtz,14,4,5,3*,5,10,50,0,0,1,0,0
M Spry,4,2,5,3*,5,11,45.45,0,0,0,0,0
BM Tickner,3,1,5,5*,-,6,83.33,0,0,0,0,0
C Vorster,1,1,5,5,5,8,62.5,0,0,0,0,0
TD Astle,3,2,4,3,2,10,40,0,0,0,0,0
Baljit Singh,8,3,4,3,1.33,16,25,0,0,1,0,0
P Bharat Patel,2,1,4,4*,-,7,57.14,0,0,0,0,0
SR Bhudia,4,3,4,3,2,16,25,0,0,1,0,0
PR Brown,4,1,4,4*,-,9,44.44,0,0,0,0,0
YS Chahal,36,3,4,3*,4,9,44.44,0,0,0,0,0
AB Dursak,4,4,4,3,1,24,16.66,0,0,2,0,0
C Emmott,2,2,4,4,2,11,36.36,0,0,1,0,0
K Gore,4,1,4,4*,-,3,133.33,0,0,0,0,0
Ibrahim Rizan,5,3,4,3,2,14,28.57,0,0,0,0,0
Imran Haider,11,2,4,4*,-,8,50,0,0,0,0,0
H Ivanov,3,1,4,4,4,6,66.66,0,0,0,0,0
MF Koc,2,2,4,4*,4,15,26.66,0,0,1,0,0
CBRLS Kumara,3,1,4,4,4,2,200,0,0,0,1,0
NM Lyon,2,1,4,4*,-,4,100,0,0,0,0,0
Mohammad Irfan,22,4,4,2*,-,8,50,0,0,0,0,0
Muhammad Khurram,5,3,4,3,1.33,20,20,0,0,1,0,0
Muhammad Rafique,2,1,4,4,4,5,80,0,0,0,0,0
Pavandeep Singh,10,4,4,2*,4,7,57.14,0,0,0,0,0
Qasim Zia,3,1,4,4*,-,1,400,0,0,0,1,0
CB Sole,4,1,4,4*,-,2,200,0,0,0,1,0
CR Suryawanshi,3,2,4,4,2,6,66.66,0,0,1,0,0
K Suttisan,2,2,4,4,2,5,80,0,0,1,1,0
T Tshose,2,2,4,4*,-,6,66.66,0,0,0,0,0
T Ulutuna,3,3,4,4,1.33,9,44.44,0,0,2,1,0
S Vashisht,3,1,4,4,4,6,66.66,0,0,0,1,0
Abu Jayed,3,2,3,2,1.5,7,42.85,0,0,0,0,0
GJ Agius,2,2,3,3,1.5,15,20,0,0,1,0,0
Amir Hayat,4,2,3,3,1.5,6,50,0,0,1,0,0
Amjad Mahboob,11,5,3,1*,0.75,14,21.42,0,0,2,0,0
A Aspiotis,3,1,3,3*,-,4,75,0,0,0,0,0
P Bhart,5,3,3,2*,3,17,17.64,0,0,1,0,0
S Byrne,2,2,3,3,1.5,9,33.33,0,0,1,0,0
D de la Puente,2,2,3,2*,3,7,42.85,0,0,0,0,0
ST de Silva,3,2,3,3,1.5,7,42.85,0,0,1,0,0
Fahad Ali,3,3,3,2,1,14,21.42,0,0,1,0,0
Fida Hussain,2,1,3,3*,-,4,75,0,0,0,0,0
WT Gavera,6,2,3,2,1.5,6,50,0,0,0,0,0
JOA Gordon,7,2,3,2*,-,6,50,0,0,0,0,0
Ibrahim Nashath,3,2,3,3*,3,5,60,0,0,1,0,0
Javed Maroofkhail,2,1,3,3,3,8,37.5,0,0,0,0,0
Mahmad Data,2,1,3,3,3,5,60,0,0,0,0,0
R Olipa,2,1,3,3,3,4,75,0,0,0,0,0
M Patel,2,1,3,3*,-,6,50,0,0,0,0,0
LN Rajbanshi,12,2,3,3,3,7,42.85,0,0,0,0,0
LA Simango,3,2,3,2,3,4,75,0,0,0,0,0
MJ Swepson,1,1,3,3*,-,4,75,0,0,0,0,0
Tauqeer Hussain,4,1,3,3*,-,3,100,0,0,0,0,0
R Ulutuna,4,4,3,1,0.75,16,18.75,0,0,1,0,0
SMK Waththage,5,1,3,3,3,5,60,0,0,0,0,0
Abdullah Mahmood,1,1,2,2,2,2,100,0,0,0,0,0
AG Achar,3,2,2,2*,-,2,100,0,0,0,0,0
N Advani,1,1,2,2,2,4,50,0,0,0,0,0
Aftab Alam,12,5,2,1*,1,9,22.22,0,0,1,0,0
Areeb Quadir,2,1,2,2,2,12,16.66,0,0,0,0,0
Arshad Hayat,6,2,2,2,1,7,28.57,0,0,1,0,0
Bashir Shah,4,2,2,1*,-,2,100,0,0,0,0,0
P Buccimazza,4,2,2,1,1,13,15.38,0,0,0,0,0
A Carthew,4,1,2,2*,-,2,100,0,0,0,0,0
S Chophel,1,1,2,2*,-,5,40,0,0,0,0,0
H Dajc,2,2,2,2*,2,3,66.66,0,0,1,0,0
MVT Fernando,1,1,2,2,2,2,100,0,0,0,0,0
C Fry,3,1,2,2,2,6,33.33,0,0,0,0,0
BD Glover,19,4,2,1*,2,8,25,0,0,1,0,0
Jandu Hamoud,6,1,2,2,2,4,50,0,0,0,0,0
A Husain,5,1,2,2*,-,1,200,0,0,0,0,0
Ilyas Ahmed,6,3,2,1*,2,3,66.66,0,0,0,0,0
S Kansoy,4,4,2,2,0.5,7,28.57,0,0,3,0,0
I Lisboa,1,1,2,2,2,3,66.66,0,0,0,0,0
J Long,2,1,2,2*,-,6,33.33,0,0,0,0,0
T Lungameni,6,1,2,2*,-,2,100,0,0,0,0,0
Muslim Yar,7,1,2,2,2,6,33.33,0,0,0,0,0
S Nadigotla,2,1,2,2,2,6,33.33,0,0,0,0,0
W Nalisa,9,3,2,1*,2,4,50,0,0,1,0,0
Nazwan Ismail,3,1,2,2*,-,2,100,0,0,0,0,0
A Ndlovu,3,1,2,2,2,4,50,0,0,0,0,0
K Nima,1,1,2,2*,-,3,66.66,0,0,0,0,0
Noman Kamawi,1,1,2,2,2,7,28.57,0,0,0,0,0
S Saeed,5,1,2,2,2,4,50,0,0,0,0,0
Saqlain Ali,2,1,2,2,2,6,33.33,0,0,0,0,0
Shoaib Gazi Hossain,4,1,2,2,2,5,40,0,0,0,0,0
Suhrid Roy,1,1,2,2*,-,3,66.66,0,0,0,0,0
A Tripathi,3,2,2,1*,-,4,50,0,0,0,0,0
Usman Shinwari,16,3,2,2*,-,3,66.66,0,0,0,0,0
S Vijayakumar,9,2,2,1,1,5,40,0,0,0,0,0
Waqar Khan,4,2,2,2*,2,3,66.66,0,0,1,0,0
Waqas Raja,1,1,2,2*,-,2,100,0,0,0,0,0
BTJ Wheal,5,2,2,2*,-,2,100,0,0,0,0,0
UT Yadav,7,1,2,2,2,4,50,0,0,0,0,0
